Invoice ID,Line,Customer ID,Product ID,Size,Color,Unit Price,Quantity,Date,Time,Discount,Line Total,Store ID,Employee ID,Currency,SKU,Transaction Type,Payment Method,Invoice Total,
RET-ES-029-04576171,2,1410326,15276,M,Black,30,1,,,0,-30,29,335,EUR,MAT-15276-M-,Return,Credit Card,-72.5,
RET-ES-029-04576403,1,1423751,15901,M,Black,32,3,,,0,-62.4,29,330,EUR,MASH15901-M-,Return,Credit Card,-62.4,
RET-ES-030-04414662,1,1443739,15032,S,Black,45,1,,,0,-29.25,30,347,EUR,FESH15032-S-,Return,Cash,-195.33,
RET-ES-030-04414662,2,1443739,16539,M,RED,42.5,1,,,0,-27.62,30,347,EUR,FEDR16539-M-RED,Return,Cash,-195.33,
RET-ES-030-04414662,3,1443739,15473,S,BEIGE,75.5,1,,,0,-49.08,30,347,EUR,FEDR15473-S-BEIGE,Return,Cash,-195.33,
RET-ES-030-04414662,4,1443739,15173,M,Black,33,1,,,0,-21.45,30,347,EUR,MASH15173-M-,Return,Cash,-195.33,
RET-ES-030-04414662,5,1443739,16280,M,Black,24.5,1,,,0,-15.93,30,347,EUR,FESH16280-M-,Return,Cash,-195.33,
RET-ES-030-04414662,6,1443739,17137,L,Black,80,1,,,0,-52,30,347,EUR,FEDR17137-L-,Return,Cash,-195.33,
RET-ES-030-04414786,1,1440203,15253,M,Black,90,1,,,0,-90,30,344,EUR,MASU15253-M-,Return,Cash,-90,
RET-ES-030-04414900,1,1445925,17188,L,SILVER,38,1,,,0,-38,30,344,EUR,FESW17188-L-SILVER,Return,Credit Card,-64.65,
RET-ES-030-04414900,2,1445925,15874,M,LILAC,41,1,,,0,-26.65,30,344,EUR,MAT-15874-M-LILAC,Return,Credit Card,-64.65,
RET-ES-030-04414923,1,1516847,17360,XXL,Black,38,1,,,0,-38,30,343,EUR,MASP17360-XXL-,Return,Credit Card,-38,
RET-ES-030-04414972,1,1458849,17476,S,Black,33.5,1,,,0,-21.78,30,341,EUR,FESH17476-S-,Return,Cash,-169.38,
RET-ES-030-04414972,2,1458849,17390,M,SILVER,55.5,1,,,0,-36.08,30,341,EUR,CHGI17390-M-SILVER,Return,Cash,-169.38,
RET-ES-030-04414972,3,1458849,17299,S,Black,60.5,1,,,0,-60.5,30,341,EUR,FESP17299-S-,Return,Cash,-169.38,
RET-ES-030-04414972,4,1458849,17735,S,Black,78.5,1,,,0,-51.02,30,341,EUR,FEDR17735-S-,Return,Cash,-169.38,
RET-FR-021-03711796,1,1119037,15728,P,Black,33.5,1,,,0,-33.5,21,247,EUR,CHSW15728-P-,Return,Cash,-46.83,
RET-FR-021-03711796,2,1119037,15786,M,Black,20.5,1,,,0,-13.33,21,247,EUR,FESH15786-M-,Return,Cash,-46.83,
RET-FR-022-02654642,1,1145126,17078,M,Black,46,1,,,0,-29.9,22,254,EUR,CHGI17078-M-,Return,Credit Card,-29.9,
RET-FR-022-02654739,1,1151991,15406,M,TURQUOISE,42.5,1,,,0,-27.62,22,254,EUR,MAT-15406-M-TURQUOISE,Return,Credit Card,-27.62,
RET-FR-022-02654808,1,1151507,16342,L,WHITE,55,1,,,0,-35.75,22,257,EUR,MAT-16342-L-WHITE,Return,Credit Card,-78.33,
RET-FR-022-02654808,2,1151507,16097,M,TURQUOISE,65.5,1,,,0,-42.58,22,257,EUR,FEDR16097-M-TURQUOISE,Return,Credit Card,-78.33,
RET-FR-022-02654929,1,1141605,15472,S,BURGUNDY,43.5,1,,,0,-43.5,22,257,EUR,FESW15472-S-BURGUNDY,Return,Credit Card,-129,
RET-FR-022-02654929,2,1141605,16178,36,Black,85.5,1,,,0,-85.5,22,257,EUR,FEPA16178-36-,Return,Credit Card,-129,
RET-FR-022-02654995,1,1147750,15172,M,TURQUOISE,50,2,,,0,-65,22,254,EUR,MAT-15172-M-TURQUOISE,Return,Credit Card,-65,
RET-FR-022-02655015,1,1242308,17516,M,Black,47.5,1,,,0,-47.5,22,258,EUR,MASP17516-M-,Return,Cash,-47.5,
RET-FR-022-02655138,1,1153696,17648,N,Black,20,1,,,0,-20,22,254,EUR,MAAC17648--,Return,Cash,-129.5,
RET-FR-022-02655138,2,1153696,16700,S,Black,109.5,1,,,0,-109.5,22,254,EUR,FESU16700-S-,Return,Cash,-129.5,
RET-FR-023-03377850,1,1193590,17666,L,TURQUOISE,61,1,,,0,-61,23,267,EUR,MACO17666-L-TURQUOISE,Return,Credit Card,-61,
RET-FR-023-03378028,1,1194955,16415,S,Black,57.5,1,,,0,-57.5,23,269,EUR,FESP16415-S-,Return,Credit Card,-57.5,
RET-FR-023-03378060,1,1175329,17395,S,BLUE,42.5,1,,,0,-42.5,23,264,EUR,FECO17395-S-BLUE,Return,Credit Card,-42.5,
RET-FR-023-03378094,1,1176339,16681,M,Black,33.5,1,,,0,-33.5,23,263,EUR,MASH16681-M-,Return,Credit Card,-33.5,
RET-FR-023-03378212,1,1173868,17637,L,Black,42.5,1,,,0,-42.5,23,263,EUR,FESP17637-L-,Return,Credit Card,-42.5,
RET-FR-023-03378405,1,1174125,15395,S,Black,59,1,,,0,-38.35,23,269,EUR,FEDR15395-S-,Return,Credit Card,-38.35,
RET-FR-023-03378458,1,1181417,17893,M,Black,28,1,,,0,-28,23,266,EUR,FET-17893-M-,Return,Credit Card,-63.75,
RET-FR-023-03378458,2,1181417,16982,M,Black,55,1,,,0,-35.75,23,266,EUR,FESH16982-M-,Return,Credit Card,-63.75,
RET-FR-023-03378688,1,1177704,16515,L,Black,33,1,,,0,-33,23,266,EUR,FET-16515-L-,Return,Cash,-33,
RET-FR-023-03378693,1,1203318,17104,M,YELLOW,54.5,1,,,0,-35.43,23,264,EUR,CHGI17104-M-YELLOW,Return,Cash,-145.63,
RET-FR-023-03378693,2,1203318,17147,M,PINK,59.5,1,,,0,-59.5,23,264,EUR,MASW17147-M-PINK,Return,Cash,-145.63,
RET-FR-023-03378693,3,1203318,15941,S,BLACK,78,1,,,0,-50.7,23,264,EUR,FEDR15941-S-BLACK,Return,Cash,-145.63,
RET-FR-023-03378845,1,1175270,17318,S,GREEN,47.5,1,,,0,-47.5,23,263,EUR,FESW17318-S-GREEN,Return,Credit Card,-47.5,
RET-FR-024-03705195,1,1237329,13432,40,Black,35.35,1,,,0,-35.35,24,280,EUR,MAPA13432-40-,Return,Credit Card,-35.35,
RET-FR-024-03705448,1,1226220,17715,S,Black,50,1,,,0,-50,24,277,EUR,FESP17715-S-,Return,Cash,-50,
RET-FR-024-03705901,1,1217021,15070,40,Black,46.5,1,,,0,-46.5,24,276,EUR,MAPA15070-40-,Return,Credit Card,-46.5,
RET-FR-024-03706850,1,1221039,15296,M,Black,108.5,1,,,0,-108.5,24,274,EUR,FESU15296-M-,Return,Credit Card,-108.5,
RET-FR-025-02999496,1,1242075,13383,M,Black,26.6,1,,,0,-26.6,25,289,EUR,MAUN13383-M-,Return,Credit Card,-26.6,
RET-FR-025-02999637,1,1251458,12393,XXL,Black,49.35,1,,,0,-49.35,25,285,EUR,MASU12393-XXL-,Return,Credit Card,-63.35,
RET-FR-025-02999637,2,1251458,12123,XL,Black,14,1,,,0,-14,25,285,EUR,FESK12123-XL-,Return,Credit Card,-63.35,
RET-FR-025-03000142,1,1245556,15968,M,Black,43.5,2,,,0,-87,25,287,EUR,FESH15968-M-,Return,Cash,-124,
RET-FR-025-03000142,2,1245556,15970,36,Black,37,1,,,0,-37,25,287,EUR,FEPA15970-36-,Return,Cash,-124,
RET-FR-025-03000293,1,1240814,17865,L,BLUE,71,1,,,0,-71,25,288,EUR,FEDR17865-L-BLUE,Return,Credit Card,-157,
RET-FR-025-03000293,2,1240814,15223,M,PINK,46.5,1,,,0,-46.5,25,288,EUR,MASW15223-M-PINK,Return,Credit Card,-157,
RET-FR-025-03000293,3,1240814,15691,M,NEUTRAL,39.5,1,,,0,-39.5,25,288,EUR,MASW15691-M-NEUTRAL,Return,Credit Card,-157,
RET-FR-025-03000470,1,1241781,16725,M,BLACK,30.5,1,,,0,-30.5,25,289,EUR,FESK16725-M-BLACK,Return,Credit Card,-30.5,
RET-FR-025-03000811,1,1243993,16990,M,LILAC,66.5,1,,,0,-66.5,25,288,EUR,MACO16990-M-LILAC,Return,Credit Card,-66.5,
RET-FR-025-03000953,1,1254463,16271,M,TURQUOISE,27,1,,,0,-27,25,285,EUR,CHBA16271-M-TURQUOISE,Return,Credit Card,-27,
RET-FR-025-03001240,1,1147272,16708,44,Black,78,1,,,0,-78,25,288,EUR,MAPA16708-44-,Return,Credit Card,-78,
RET-PT-031-03922440,1,1532095,17924,S,Black,20.5,1,,,0,-20.5,31,352,EUR,FELI17924-S-,Return,Credit Card,-20.5,
RET-PT-031-03922620,1,1545479,16980,XL,SILVER,49,1,,,0,-49,31,359,EUR,FESW16980-XL-SILVER,Return,Credit Card,-49,
RET-PT-031-03922630,1,1553993,15271,M,Black,51,1,,,0,-51,31,352,EUR,FESP15271-M-,Return,Credit Card,-51,
RET-PT-031-03922665,1,1531225,15422,M,Black,39.5,1,,,0,-25.68,31,355,EUR,FESH15422-M-,Return,Credit Card,-63.7,
RET-PT-031-03922665,2,1531225,16071,S,BLUE,58.5,1,,,0,-38.02,31,355,EUR,FEDR16071-S-BLUE,Return,Credit Card,-63.7,
RET-PT-031-03922707,1,1549717,17721,XXL,Black,36,1,,,0,-23.4,31,358,EUR,MASH17721-XXL-,Return,Credit Card,-23.4,
RET-PT-031-03922953,1,1539467,15648,P,LILAC,41.5,1,,,0,-26.98,31,352,EUR,CHGI15648-P-LILAC,Return,Credit Card,-26.98,
RET-PT-032-03453020,1,1581849,12145,L,Black,39.2,1,,,0,-39.2,32,365,EUR,FEDR12145-L-,Return,Cash,-39.2,
RET-PT-032-03453065,1,1566608,13628,S,Black,31.85,1,,,0,-31.85,32,370,EUR,FESH13628-S-,Return,Credit Card,-31.85,
RET-PT-032-03453319,1,1567497,15962,G,Black,33,2,,,0,-66,32,368,EUR,CHSW15962-G-,Return,Credit Card,-66,
RET-PT-032-03453706,1,1600735,16379,G,Black,29.5,1,,,0,-29.5,32,366,EUR,CHPA16379-G-,Return,Credit Card,-29.5,
RET-PT-032-03454100,1,1579534,16043,M,BEIGE,99.5,1,,,0,-99.5,32,367,EUR,FECO16043-M-BEIGE,Return,Credit Card,-99.5,
RET-PT-032-03454134,1,1579820,16202,L,Black,58.5,1,,,0,-38.02,32,366,EUR,FESH16202-L-,Return,Credit Card,-38.02,
RET-PT-033-02704340,1,1615289,13757,M,GREEN,31.5,1,,,0,-31.5,33,377,EUR,FEDR13757-M-GREEN,Return,Credit Card,-31.5,
RET-PT-033-02704566,1,1609565,14215,M,Black,26.25,1,,,0,-26.25,33,382,EUR,MAUN14215-M-,Return,Credit Card,-26.25,
RET-PT-033-02704846,1,1597647,15938,N,Black,30.5,3,,,0,-91.5,33,377,EUR,CHAC15938--,Return,Cash,-91.5,
RET-PT-033-02705657,1,1599723,17664,M,Black,36,1,,,0,-36,33,376,EUR,FELI17664-M-,Return,Credit Card,-36,
RET-PT-033-02705697,1,1620532,15967,S,BLACK,70.5,1,,,0,-45.83,33,378,EUR,FEDR15967-S-BLACK,Return,Credit Card,-305.1,
RET-PT-033-02705697,2,1620532,15487,M,Black,107.5,1,,,0,-107.5,33,378,EUR,MASU15487-M-,Return,Credit Card,-305.1,
RET-PT-033-02705697,3,1620532,16187,M,Black,33,1,,,0,-21.45,33,378,EUR,MASH16187-M-,Return,Credit Card,-305.1,
RET-PT-033-02705697,4,1620532,16928,S,NEUTRAL,55.5,1,,,0,-55.5,33,378,EUR,FESW16928-S-NEUTRAL,Return,Credit Card,-305.1,
RET-PT-033-02705697,5,1620532,16213,M,Black,30.5,1,,,0,-19.82,33,378,EUR,MASH16213-M-,Return,Credit Card,-305.1,
RET-PT-033-02705697,6,1620532,17582,42,Black,55,1,,,0,-55,33,378,EUR,FEPA17582-42-,Return,Credit Card,-305.1,
RET-PT-033-02705839,1,1598105,17208,M,MUSTARD,53.5,1,,,0,-34.77,33,375,EUR,CHGI17208-M-MUSTARD,Return,Credit Card,-34.77,
RET-PT-034-02151240,1,1606037,16162,38,Black,90.5,2,,,0,-181,34,389,EUR,MAPA16162-38-,Return,Credit Card,-202.5,
RET-PT-034-02151240,2,1606037,17529,M,Black,21.5,1,,,0,-21.5,34,389,EUR,FET-17529-M-,Return,Credit Card,-202.5,
RET-PT-034-02151252,1,1604368,15738,M,Black,79.5,1,,,0,-79.5,34,387,EUR,FESU15738-M-,Return,Credit Card,-79.5,
RET-PT-034-02151387,1,1558211,17707,S,BLACK,88.5,1,,,0,-88.5,34,390,EUR,FECO17707-S-BLACK,Return,Credit Card,-226,
RET-PT-034-02151387,2,1558211,15528,38,Black,98,1,,,0,-98,34,390,EUR,FEPA15528-38-,Return,Credit Card,-226,
RET-PT-034-02151387,3,1558211,15691,M,NEUTRAL,39.5,1,,,0,-39.5,34,390,EUR,MASW15691-M-NEUTRAL,Return,Credit Card,-226,
RET-PT-034-02151467,1,1613326,16317,M,Black,40.5,1,,,0,-40.5,34,387,EUR,MASH16317-M-,Return,Credit Card,-73.5,
RET-PT-034-02151467,2,1613326,15817,S,Black,33,1,,,0,-33,34,387,EUR,FESP15817-S-,Return,Credit Card,-73.5,
RET-PT-034-02151907,1,1622536,16694,XL,BLUE,34.5,1,,,0,-34.5,34,392,EUR,FESW16694-XL-BLUE,Return,Credit Card,-34.5,
RET-PT-035-01496255,1,1640067,16332,M,Black,57.5,1,,,0,-57.5,35,401,EUR,FESH16332-M-,Return,Cash,-57.5,
RET-PT-035-01496674,1,1546151,15887,M,Black,100,1,,,0,-100,35,399,EUR,FECO15887-M-,Return,Cash,-100,
RET-PT-035-01496686,1,1637979,17374,36,Black,57,1,,,0,-57,35,404,EUR,FEPA17374-36-,Return,Credit Card,-57,
RET-PT-035-01497044,1,1640700,17588,M,BLACK,91,1,,,0,-91,35,399,EUR,MACO17588-M-BLACK,Return,Cash,-186.82,
RET-PT-035-01497044,2,1640700,16127,M,Black,37,1,,,0,-37,35,399,EUR,FESK16127-M-,Return,Cash,-186.82,
RET-PT-035-01497044,3,1640700,15812,S,Black,52.5,1,,,0,-34.12,35,399,EUR,FESH15812-S-,Return,Cash,-186.82,
RET-PT-035-01497044,4,1640700,16941,M,Black,38,1,,,0,-24.7,35,399,EUR,MASH16941-M-,Return,Cash,-186.82,
RET-PT-035-01497618,1,1581967,16178,36,Black,85.5,1,,,0,-85.5,35,403,EUR,FEPA16178-36-,Return,Credit Card,-85.5,
RET-UK-016-03522946,1,934074,15620,N,Black,3,1,,,0,-3,16,189,GBP,MAAC15620--,Return,Credit Card,-3,
RET-UK-016-03523197,1,901573,16252,L,TURQUOISE,21.5,1,,,0,-21.5,16,191,GBP,FESW16252-L-TURQUOISE,Return,Credit Card,-21.5,
RET-UK-016-03523232,1,926036,17583,M,Black,25,1,,,0,-25,16,194,GBP,FESK17583-M-,Return,Credit Card,-25,
RET-UK-016-03523358,1,929965,15200,40,Black,59.5,1,,,0,-59.5,16,193,GBP,MAPA15200-40-,Return,Cash,-59.5,
RET-UK-016-03523566,1,913378,17788,L,Black,28.5,1,,,0,-28.5,16,194,GBP,FESH17788-L-,Return,Cash,-28.5,
RET-UK-016-03524243,1,924850,15349,L,Black,20,1,,,0,-20,16,192,GBP,FESP15349-L-,Return,Credit Card,-20,
RET-UK-016-03524706,1,911399,17833,M,Black,33,2,,,0,-66,16,194,GBP,CHCO17833-M-,Return,Cash,-66,
RET-UK-017-02557478,1,965298,14074,M,Black,54.5,1,,,0,-54.5,17,200,GBP,FESU14074-M-,Return,Cash,-72,
RET-UK-017-02557478,2,965298,14281,L,Black,17.5,1,,,0,-17.5,17,200,GBP,FESK14281-L-,Return,Cash,-72,
RET-UK-017-02558001,1,946167,17739,S,Black,19,1,,,0,-19,17,202,GBP,FESK17739-S-,Return,Credit Card,-19,
RET-UK-017-02558715,1,957933,15308,N,Black,12.5,1,,,0,-12.5,17,201,GBP,MAAC15308--,Return,Credit Card,-51.17,
RET-UK-017-02558715,2,957933,15615,M,Black,21.5,1,,,0,-13.97,17,201,GBP,MASH15615-M-,Return,Credit Card,-51.17,
RET-UK-017-02558715,3,957933,15752,G,YELLOW,38,1,,,0,-24.7,17,201,GBP,CHGI15752-G-YELLOW,Return,Credit Card,-51.17,
RET-UK-017-02558966,1,964466,17322,40,Black,61.5,1,,,0,-61.5,17,206,GBP,FEPA17322-40-,Return,Cash,-61.5,
RET-UK-018-01844054,1,1020489,16753,L,Black,32,1,,,0,-32,18,211,GBP,FESP16753-L-,Return,Credit Card,-46.95,
RET-UK-018-01844054,2,1020489,15024,M,GREEN,23,1,,,0,-14.95,18,211,GBP,CHGI15024-M-GREEN,Return,Credit Card,-46.95,
RET-UK-018-01844290,1,1002779,17416,M,YELLOW,31.5,1,,,0,-20.48,18,212,GBP,CHGI17416-M-YELLOW,Return,Credit Card,-20.48,
RET-UK-019-03268539,1,1035853,12116,N,Black,4.5,3,,,0,-13.5,19,223,GBP,CHAC12116--,Return,Credit Card,-148.5,
RET-UK-019-03268539,2,1035853,12276,S,Black,17.5,1,,,0,-17.5,19,223,GBP,FESH12276-S-,Return,Credit Card,-148.5,
RET-UK-019-03268539,3,1035853,13905,P,YELLOW,18,1,,,0,-18,19,223,GBP,CHBA13905-P-YELLOW,Return,Credit Card,-148.5,
RET-UK-019-03268539,4,1035853,13704,S,GREEN,27,1,,,0,-27,19,223,GBP,FESW13704-S-GREEN,Return,Credit Card,-148.5,
RET-UK-019-03268539,5,1035853,13325,M,PINK,23,1,,,0,-23,19,223,GBP,MASW13325-M-PINK,Return,Credit Card,-148.5,
RET-UK-019-03268539,6,1035853,14915,L,Black,49.5,1,,,0,-49.5,19,223,GBP,MASU14915-L-,Return,Credit Card,-148.5,
RET-UK-019-03268593,1,1042606,12041,S,BEIGE,28.5,1,,,0,-28.5,19,228,GBP,FEDR12041-S-BEIGE,Return,Credit Card,-28.5,
RET-UK-019-03268608,1,1040038,15407,M,Black,13.5,1,,,0,-13.5,19,228,GBP,MASH15407-M-,Return,Credit Card,-13.5,
RET-UK-019-03268716,1,1048673,15527,L,Black,19.5,1,,,0,-19.5,19,222,GBP,FET-15527-L-,Return,Cash,-19.5,
RET-UK-019-03268726,1,1015321,16943,M,Black,62,1,,,0,-62,19,225,GBP,MASU16943-M-,Return,Credit Card,-62,
RET-UK-020-02767325,1,1057824,15891,M,Black,13.5,1,,,0,-13.5,20,235,GBP,FET-15891-M-,Return,Cash,-91,
RET-UK-020-02767325,2,1057824,15182,P,Black,32,1,,,0,-32,20,235,GBP,CHSW15182-P-,Return,Cash,-91,
RET-UK-020-02767325,3,1057824,17194,S,Black,45.5,1,,,0,-45.5,20,235,GBP,FESU17194-S-,Return,Cash,-91,
RET-UK-020-02767328,1,1056197,17672,L,Black,32,1,,,0,-32,20,236,GBP,MASP17672-L-,Return,Credit Card,-105,
RET-UK-020-02767328,2,1056197,16389,S,Black,37,1,,,0,-37,20,236,GBP,FESP16389-S-,Return,Credit Card,-105,
RET-UK-020-02767328,3,1056197,17630,L,BLACK,36,1,,,0,-36,20,236,GBP,FESW17630-L-BLACK,Return,Credit Card,-105,
RET-UK-020-02767361,1,1064413,17373,XL,Black,25.5,1,,,0,-25.5,20,238,GBP,FET-17373-XL-,Return,Credit Card,-83.5,
RET-UK-020-02767361,2,1064413,16570,M,Black,58,1,,,0,-58,20,238,GBP,FESU16570-M-,Return,Credit Card,-83.5,
RET-UK-020-02767377,1,1058431,17826,38,BLUE,63,3,,,0,-189,20,235,GBP,MAPA17826-38-BLUE,Return,Credit Card,-189,
RET-UK-020-02767816,1,1067546,16867,L,Black,25.5,1,,,0,-25.5,20,234,GBP,MAUN16867-L-,Return,Credit Card,-25.5,
RET-US-001-03879958,1,6326,17906,M,Black,63,1,,,0,-63,1,9,USD,MASP17906-M-,Return,Credit Card,-63,
RET-US-001-03879966,1,27557,17704,M,Black,49.5,1,,,0,-49.5,1,11,USD,CHSW17704-M-,Return,Credit Card,-49.5,
RET-US-001-03879973,1,23732,17606,S,Black,65,1,,,0,-42.25,1,9,USD,FESH17606-S-,Return,Credit Card,-42.25,
RET-US-001-03880051,1,8148,16852,S,Black,40.5,1,,,0,-26.32,1,9,USD,FESH16852-S-,Return,Credit Card,-26.32,
RET-US-001-03880088,1,16318,15219,S,Black,37.5,1,,,0,-37.5,1,9,USD,FESP15219-S-,Return,Cash,-75.52,
RET-US-001-03880088,2,16318,17122,L,GREEN,58.5,1,,,0,-38.02,1,9,USD,MAT-17122-L-GREEN,Return,Cash,-75.52,
RET-US-001-03880118,1,28625,15001,M,Black,23.5,1,,,0,-23.5,1,5,USD,CHPA15001-M-,Return,Credit Card,-205,
RET-US-001-03880118,2,28625,16367,M,LILAC,60.5,3,,,0,-181.5,1,5,USD,MASW16367-M-LILAC,Return,Credit Card,-205,
RET-US-001-03880142,1,2345,17668,XL,PINK,23.5,1,,,0,-15.28,1,13,USD,MAT-17668-XL-PINK,Return,Cash,-15.28,
RET-US-001-03880148,1,28369,15042,L,BURGUNDY,59,1,,,0,-38.35,1,12,USD,MAT-15042-L-BURGUNDY,Return,Credit Card,-38.35,
RET-US-001-03880420,1,9773,17231,L,Black,40.5,1,,,0,-40.5,1,13,USD,MAUN17231-L-,Return,Credit Card,-40.5,
RET-US-001-03880483,1,19811,16043,M,BEIGE,116.5,1,,,0,-116.5,1,9,USD,FECO16043-M-BEIGE,Return,Credit Card,-116.5,
RET-US-001-03880494,1,31147,17135,M,Black,57.5,2,,,0,-115,1,13,USD,FECO17135-M-,Return,Credit Card,-115,
RET-US-001-03880542,1,16565,17847,N,Black,17,1,,,0,-17,1,10,USD,FEAC17847--,Return,Cash,-17,
RET-US-001-03880707,1,49007,15016,M,BLUE,38,1,,,0,-24.7,1,5,USD,MAT-15016-M-BLUE,Return,Cash,-42.58,
RET-US-001-03880707,2,49007,15952,M,NEUTRAL,27.5,1,,,0,-17.88,1,5,USD,MAT-15952-M-NEUTRAL,Return,Cash,-42.58,
RET-US-001-03880752,1,25875,17615,M,MUSTARD,42.5,1,,,0,-42.5,1,13,USD,MASW17615-M-MUSTARD,Return,Credit Card,-42.5,
RET-US-001-03880775,1,26927,17010,36,Black,108,1,,,0,-108,1,12,USD,FEPA17010-36-,Return,Cash,-108,
RET-US-001-03880779,1,48906,16863,M,Black,45.5,1,,,0,-29.57,1,11,USD,MASH16863-M-,Return,Credit Card,-29.57,
RET-US-001-03880780,1,19007,15601,M,MUSTARD,85.5,1,,,0,-85.5,1,5,USD,FECO15601-M-MUSTARD,Return,Credit Card,-85.5,
RET-US-001-03880932,1,76775,16826,M,Black,67.5,1,,,0,-43.88,1,7,USD,FESH16826-M-,Return,Credit Card,-43.88,
RET-US-001-03880967,1,60239,16272,P,WHITE,40,1,,,0,-26,1,12,USD,CHGI16272-P-WHITE,Return,Credit Card,-179.5,
RET-US-001-03880967,2,60239,15384,XXL,Black,64,1,,,0,-64,1,12,USD,MASP15384-XXL-,Return,Credit Card,-179.5,
RET-US-001-03880967,3,60239,15918,38,Black,89.5,1,,,0,-89.5,1,12,USD,FEPA15918-38-,Return,Credit Card,-179.5,
RET-US-001-03880984,1,16153,17416,M,YELLOW,58,1,,,0,-37.7,1,6,USD,CHGI17416-M-YELLOW,Return,Credit Card,-37.7,
RET-US-001-03881067,1,55400,16777,S,Black,37,1,,,0,-37,1,8,USD,FESK16777-S-,Return,Credit Card,-37,
RET-US-001-03881144,1,42243,17045,L,Black,27,1,,,0,-17.55,1,10,USD,MASH17045-L-,Return,Credit Card,-76.38,
RET-US-001-03881144,2,42243,17851,L,Black,30,1,,,0,-19.5,1,10,USD,MASH17851-L-,Return,Credit Card,-76.38,
RET-US-001-03881144,3,42243,16966,L,GREEN,33.5,1,,,0,-21.78,1,10,USD,MAT-16966-L-GREEN,Return,Credit Card,-76.38,
RET-US-001-03881144,4,42243,16368,L,LILAC,27,1,,,0,-17.55,1,10,USD,MAT-16368-L-LILAC,Return,Credit Card,-76.38,
RET-US-001-03881366,1,7995,15953,M,Black,41.5,1,,,0,-26.98,1,12,USD,MASH15953-M-,Return,Cash,-283.93,
RET-US-001-03881366,2,7995,16370,46,Black,69,1,,,0,-69,1,12,USD,MAPA16370-46-,Return,Cash,-283.93,
RET-US-001-03881366,3,7995,16945,M,Black,31,1,,,0,-31,1,12,USD,MAUN16945-M-,Return,Cash,-283.93,
RET-US-001-03881366,4,7995,15692,XL,Black,49,1,,,0,-31.85,1,12,USD,MAT-15692-XL-,Return,Cash,-283.93,
RET-US-001-03881366,5,7995,15924,M,GREEN,65,1,,,0,-65,1,12,USD,MACO15924-M-GREEN,Return,Cash,-283.93,
RET-US-001-03881366,6,7995,15370,L,Black,64,1,,,0,-41.6,1,12,USD,FESH15370-L-,Return,Cash,-283.93,
RET-US-001-03881366,7,7995,16478,N,Black,18.5,1,,,0,-18.5,1,12,USD,MAAC16478--,Return,Cash,-283.93,
RET-US-001-03881500,1,41108,15943,M,Black,18,1,,,0,-18,1,5,USD,FET-15943-M-,Return,Cash,-18,
RET-US-001-03881531,1,38199,15570,P,RED,63,1,,,0,-40.95,1,8,USD,CHGI15570-P-RED,Return,Credit Card,-132.45,
RET-US-001-03881531,2,38199,15471,M,RED,91.5,1,,,0,-91.5,1,8,USD,FECO15471-M-RED,Return,Credit Card,-132.45,
RET-US-002-02089607,1,147620,17190,M,Black,24,1,,,0,-24,2,22,USD,FESH17190-M-,Return,Credit Card,-63,
RET-US-002-02089607,2,147620,17921,S,Black,39,1,,,0,-39,2,22,USD,FESK17921-S-,Return,Credit Card,-63,
RET-US-002-02089648,1,84769,17090,M,Black,109,1,,,0,-109,2,24,USD,FESU17090-M-,Return,Credit Card,-109,
RET-US-002-02089661,1,78832,17225,M,NEUTRAL,36.5,1,,,0,-36.5,2,23,USD,MASW17225-M-NEUTRAL,Return,Credit Card,-63.5,
RET-US-002-02089661,2,78832,15054,N,Black,27,1,,,0,-27,2,23,USD,CHAC15054--,Return,Credit Card,-63.5,
RET-US-002-02089682,1,82134,16651,N,Black,9,1,,,0,-9,2,21,USD,FEAC16651--,Return,Credit Card,-9,
RET-US-002-02089909,1,124198,16033,M,Black,93.5,1,,,0,-93.5,2,21,USD,MASU16033-M-,Return,Credit Card,-93.5,
RET-US-002-02090036,1,81443,16135,M,Black,38.5,2,,,0,-50.05,2,23,USD,MASH16135-M-,Return,Credit Card,-50.05,
RET-US-002-02090082,1,105595,15474,M,Black,42.5,1,,,0,-27.62,2,20,USD,FESH15474-M-,Return,Credit Card,-27.62,
RET-US-002-02090328,1,90272,15719,M,Black,33.5,1,,,0,-21.78,2,21,USD,MASH15719-M-,Return,Credit Card,-21.78,
RET-US-002-02090521,1,80086,16127,L,Black,43.5,1,,,0,-43.5,2,18,USD,FESK16127-L-,Return,Credit Card,-43.5,
RET-US-002-02090773,1,124349,16878,M,Black,55.5,1,,,0,-36.08,2,22,USD,FESH16878-M-,Return,Cash,-36.08,
RET-US-002-02091034,1,123048,16520,M,Black,45.5,1,,,0,-45.5,2,22,USD,FELI16520-M-,Return,Credit Card,-45.5,
RET-US-002-02091688,1,92474,14998,G,BEIGE,44.5,1,,,0,-28.93,2,19,USD,CHGI14998-G-BEIGE,Return,Credit Card,-28.93,
RET-US-002-02091965,1,98558,16577,L,Black,24.5,1,,,0,-15.93,2,20,USD,MASH16577-L-,Return,Credit Card,-15.93,
RET-US-002-02092013,1,90682,17434,M,LILAC,37.5,1,,,0,-24.38,2,22,USD,MAT-17434-M-LILAC,Return,Credit Card,-24.38,
RET-US-002-02092022,1,140953,15900,M,NEUTRAL,49.5,1,,,0,-32.18,2,20,USD,MAT-15900-M-NEUTRAL,Return,Credit Card,-96.18,
